item	name	description	type	category	subcategory	label
http://www.wikidata.org/entity/Q11209	United States Department of Defense	executive department of the United States federal government	entity	politics	government agency	cultural exclusive
http://www.wikidata.org/entity/Q747963	PAGASA	national meteorological, hydrological and astronomical service agency of the Philippines	entity	politics	government agency	cultural exclusive
http://www.wikidata.org/entity/Q749381	Defense Threat Reduction Agency	government agency	entity	politics	government agency	cultural exclusive
http://www.wikidata.org/entity/Q748612	Commission des droits de la personne et des droits de la jeunesse	Quebec government agency	entity	politics	government agency	cultural exclusive
http://www.wikidata.org/entity/Q751111	National Directorate of Security	government agency	entity	politics	government agency	cultural exclusive
http://www.wikidata.org/entity/Q746344	Australian Transport Safety Bureau	national transport safety investigator in Australia	entity	politics	government agency	cultural exclusive
http://www.wikidata.org/entity/Q730654	Florida Department of Environmental Protection	Florida government agency	entity	politics	government agency	cultural exclusive
http://www.wikidata.org/entity/Q737480	Institute for Quality and Efficiency in Health Care	government agency	entity	politics	government agency	cultural exclusive
http://www.wikidata.org/entity/Q721214	Asaish	security organization in Kurdistan Region of Iraq	entity	politics	government agency	cultural exclusive
http://www.wikidata.org/entity/Q731206	Fundação Nacional dos Povos Indígenas	Brazilian agency for Indigenous interests and culture	entity	politics	government agency	cultural exclusive
http://www.wikidata.org/entity/Q746879	Medical Research Council	institution responsible for co-ordinating and funding medical research in the United Kingdom	entity	politics	government agency	cultural exclusive
http://www.wikidata.org/entity/Q338120	Imperial Household Council	government agency	entity	politics	government agency	cultural exclusive
http://www.wikidata.org/entity/Q301884	Austrian Development Cooperation	government program	entity	politics	government agency	cultural exclusive
http://www.wikidata.org/entity/Q316296	Deutsche Post of the GDR	state postal company in the German Democratic Republic	entity	politics	government agency	cultural exclusive
http://www.wikidata.org/entity/Q349487	Parks Canada	agency of the Government of Canada	entity	politics	government agency	cultural exclusive
http://www.wikidata.org/entity/Q308084	National Authority for Investigation and Prosecution of Economic and Environmental Crime in Norway	government agency	entity	politics	government agency	cultural exclusive
http://www.wikidata.org/entity/Q291019	Indian Council of Medical Research	Government Organization	entity	politics	government agency	cultural exclusive
http://www.wikidata.org/entity/Q315009	Reichsnährstand	Government body of Nazi Germany that handled food	entity	politics	government agency	cultural exclusive
http://www.wikidata.org/entity/Q334481	Military Intelligence Division (Syria)	Syrian intelligence agency	entity	politics	government agency	cultural exclusive
http://www.wikidata.org/entity/Q326345	Public Power Corporation SA	Greek state-owned electricity company	entity	politics	government agency	cultural exclusive
http://www.wikidata.org/entity/Q318030	Haupttreuhandstelle Ost	Nazi state institution in occupied Poland	entity	politics	government agency	cultural exclusive
http://www.wikidata.org/entity/Q322956	Aboriginal and Torres Strait Islander Commission	Australian government agency, 1990-2004	entity	politics	government agency	cultural exclusive
http://www.wikidata.org/entity/Q601355	Organization for Vigilance and Repression of Anti-Fascism	fascist secret police	entity	politics	government agency	cultural exclusive
http://www.wikidata.org/entity/Q612121	Louisiana State Police	state police agency of Louisiana	entity	politics	government agency	cultural exclusive
http://www.wikidata.org/entity/Q599835	Information Research Department	government agency	entity	politics	government agency	cultural exclusive
http://www.wikidata.org/entity/Q607037	Institute for Small and Medium Industry of the Generalitat Valenciana	agency	entity	politics	government agency	cultural exclusive
http://www.wikidata.org/entity/Q608427	United States Department of the Interior	U.S. federal executive department	entity	politics	government agency	cultural exclusive
http://www.wikidata.org/entity/Q601265	Inter-American Foundation	independent agency of the United States government that funds community-led development in Latin America and the Caribbean.	entity	politics	government agency	cultural exclusive
http://www.wikidata.org/entity/Q610368	Civil Guard	Civilian voluntary organization that suports the Police of Israel.	entity	politics	government agency	cultural exclusive
http://www.wikidata.org/entity/Q959279	Egyptian Radio and Television Union	Egyptian government agency	entity	politics	government agency	cultural exclusive
http://www.wikidata.org/entity/Q958590	Japan International Cooperation Agency	governmental agency	entity	politics	government agency	cultural exclusive
http://www.wikidata.org/entity/Q943607	General Directorate of Security	national civilian police force of Turkey	entity	politics	government agency	cultural exclusive
http://www.wikidata.org/entity/Q953754	Ombudsman's Office of Colombia	government agency	entity	politics	government agency	cultural exclusive
http://www.wikidata.org/entity/Q954557	Institute for Social Security and Services for State Workers	Mexico public health system	entity	politics	government agency	cultural exclusive
http://www.wikidata.org/entity/Q946520	General Planning Commission	government agency in France	entity	politics	government agency	cultural exclusive
http://www.wikidata.org/entity/Q946380	All-Russian Central Executive Committee	legislature of the Russian SFSR (1917-1937)	entity	politics	government agency	cultural exclusive
http://www.wikidata.org/entity/Q940077	National Commission of Telecommunications	Venezuelan telecommunications regulator	entity	politics	government agency	cultural exclusive
http://www.wikidata.org/entity/Q937959	Conservatoria delle Coste	government agency	entity	politics	government agency	cultural exclusive
http://www.wikidata.org/entity/Q8022	Generalitat of Catalonia	institution under which the autonomous government of Catalonia is organized	entity	politics	government agency	cultural exclusive
http://www.wikidata.org/entity/Q2136	Council of People's Commissars of the Soviet Union	government institution in the Russian Republic and Soviet Union	entity	politics	government agency	cultural exclusive
http://www.wikidata.org/entity/Q587830	Capital Metropolitan Transportation Authority	mass transit system in Austin, Texas, and surrounding areas	entity	politics	government agency	cultural exclusive
http://www.wikidata.org/entity/Q580798	KOS	counterintelligence of Yugoslav People Army	entity	politics	government agency	cultural exclusive
http://www.wikidata.org/entity/Q578851	Government of Cantabria	government of the autonomous community of Cantabria (Spain)	entity	politics	government agency	cultural exclusive
http://www.wikidata.org/entity/Q3039797	law of the Republic of Ireland	constitutional, statute and common laws of Ireland	concept	politics	law	cultural exclusive
